state,district,cluster_label,total_bio,ratio_5_17,ratio_17_plus,key_insight,recommendation,lat,lng,growth_factor,predicted_load,alert_status,recommendation_engine
Assam,Golaghat,Low Load,1595,0.509090909090909,0.4909090909090909,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,26.74149790622414,93.39353364284341,1.0739188491876603,1712,Normal,Stable: Monitor weekly.
Assam,Hailakandi,Low Load,877,0.4583808437856328,0.5416191562143672,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,25.51977858099463,94.28259068675123,1.192648957444599,1045,Normal,Stable: Monitor weekly.
Assam,Hojai,Low Load,2852,0.5596072931276297,0.4403927068723702,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,25.1531736753427,92.72700440312781,1.2021570097233796,3428,Normal,Stable: Monitor weekly.
Assam,Jorhat,Low Load,1505,0.6053156146179401,0.3946843853820598,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,27.530847760502795,92.68918195077838,1.1622554395138993,1749,Normal,Stable: Monitor weekly.
Assam,Kamrup,Medium Load,3978,0.6830065359477124,0.3169934640522875,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,26.615577842992256,92.6227831938884,1.2041934359909123,4790,Normal,Stable: Monitor weekly.
Assam,Kamrup Metro,Medium Load,3501,0.560982576406741,0.439017423593259,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,25.52264560704601,94.38193294387949,1.148759119272878,4021,Normal,Stable: Monitor weekly.
Assam,Karbi Anglong,Low Load,3044,0.6527595269382391,0.3472404730617608,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,25.92800201894513,94.1122976110374,1.154546565876399,3514,Normal,Stable: Monitor weekly.
Assam,Karimganj,Low Load,1908,0.5330188679245284,0.4669811320754717,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,25.38986381767326,92.06931411207526,1.13550820367171,2166,Normal,Stable: Monitor weekly.
Assam,Kokrajhar,Low Load,4353,0.7966919365954515,0.2033080634045486,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,24.793402248653532,93.38500047612766,1.055083825348819,4592,Normal,Stable: Monitor weekly.
Assam,Lakhimpur,Low Load,2825,0.5207079646017699,0.47929203539823,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,25.805579031171284,94.02307474951891,1.0715782853986608,3027,Normal,Stable: Monitor weekly.
Assam,Majuli,Low Load,446,0.773542600896861,0.226457399103139,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,26.11962972007467,94.33458028374417,1.056285837137347,471,Normal,Stable: Monitor weekly.
Assam,Marigaon,Low Load,3525,0.6539007092198581,0.3460992907801418,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,25.25657654710936,94.03586950386683,1.177282082252756,4149,Normal,Stable: Monitor weekly.
Assam,Nagaon,Medium Load,8439,0.3924635620334162,0.6075364379665837,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,27.029790558375225,93.74276553393216,1.1128711962152653,9391,Normal,Stable: Monitor weekly.
Assam,Nalbari,Low Load,2424,0.8494224422442245,0.1505775577557755,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,27.23434968435066,93.713071972829,1.1517141382329406,2791,Normal,Stable: Monitor weekly.
Assam,North Cachar Hills,Low Load,250,0.48,0.52,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,26.578660964894247,91.82373463304717,1.2315132947852185,307,Normal,Stable: Monitor weekly.
Assam,Sibsagar,Low Load,1259,0.6973788721207307,0.3026211278792692,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,24.797578538473754,94.19254354344707,1.099858445829775,1384,Normal,Stable: Monitor weekly.
Assam,Sonitpur,Medium Load,3054,0.6087098886705959,0.391290111329404,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,26.549950943562212,93.81961187292853,1.132076584607126,3457,Normal,Stable: Monitor weekly.
Assam,South Salmara Mankachar,Low Load,382,0.6518324607329843,0.3481675392670157,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,26.14456705453765,91.78192456688718,1.2011102277086096,458,Normal,Stable: Monitor weekly.
Assam,Sribhumi,Low Load,31,0.1290322580645161,0.8709677419354839,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,25.07555737660765,93.48669586168693,1.0957596330983246,33,Normal,Stable: Monitor weekly.
Assam,Tamulpur District,Low Load,6,0.5,0.5,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,25.99091768469839,92.03157418010102,1.0653959819657586,6,Normal,Stable: Monitor weekly.
Assam,Tinsukia,Low Load,2014,0.5719960278053625,0.4280039721946375,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,26.17478364022431,91.62262681122542,1.1079502905827536,2231,Normal,Stable: Monitor weekly.
Assam,Udalguri,Low Load,3300,0.7096969696969697,0.2903030303030303,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,26.445914205743197,92.2369802133053,1.0822442574508009,3571,Normal,Stable: Monitor weekly.
Assam,West Karbi Anglong,Low Load,265,0.350943396226415,0.6490566037735849,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,27.092677301911564,92.36108587677073,1.2359395304685146,327,Normal,Stable: Monitor weekly.
Bihar,Araria,Medium Load,27036,0.482467820683533,0.5175321793164669,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,24.928792536694484,83.55183394366917,1.2116240759128833,32757,High Risk,CRITICAL: Deploy 32 additional mobile units.
Bihar,Arwal,Low Load,4742,0.3038802193167439,0.696119780683256,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.550808796060412,84.92297680306407,1.1766807513020847,5579,Normal,Stable: Monitor weekly.
Bihar,Aurangabad,Medium Load,13859,0.4402193520456021,0.5597806479543979,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,25.017779804981643,85.67007397322949,1.2242921180375435,16967,High Risk,CRITICAL: Deploy 16 additional mobile units.
